species,year,location,low75,median,high75,low50,high50,.group,type,panel,fill,data,y,x,PANEL,shape,colour,size,alpha,stroke,facet
Coho,2004,All Regions,13576.447000500822,15614.441143309985,18541.23959080141,14898.461042050165,16518.518726234335,29,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2005,All Regions,13435.117231426022,15511.540530914404,18310.863696200588,14756.963011657728,16298.128287312575,30,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2006,All Regions,13343.184560921065,15353.55533427263,18061.555200208688,14586.309543796471,16128.377643998232,31,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2007,All Regions,13183.045650957052,15155.220201695374,17751.905404460576,14441.940663374997,15928.280740903974,32,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2008,All Regions,12997.622963230766,14975.857602307951,17578.04753280909,14243.594830622977,15786.552587723483,33,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2009,All Regions,12806.326884149485,14789.621140292053,17287.447148163028,14112.031974383654,15605.240589417755,34,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2010,All Regions,12526.488703340037,14631.505811896594,17161.301458055306,13929.334855790908,15462.390906085931,35,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2011,All Regions,12288.960565909289,14508.865135907738,17062.257002442606,13704.10311355614,15285.428043228543,36,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2012,All Regions,12014.587907753306,14337.708937955622,17327.44374068263,13510.424009659204,15162.085485966836,37,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2013,All Regions,11712.936885893621,14113.376591245715,17600.1202110525,13230.924094915961,15060.748755969445,38,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2014,All Regions,11204.379646146735,13947.09587434987,18007.79391150504,12971.921808659783,15018.97389928979,39,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Coho,2015,All Regions,10659.656278376053,13762.653711552146,18434.780795047143,12618.332569648192,15084.925730886429,40,Escapement,c) Species returns,#972C80FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1976,All Regions,64903.15573113449,79130.83200302489,100364.08006176437,73489.12308365374,85265.64750828456,161,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1977,All Regions,66902.9378090867,79980.05872943316,97717.38577883522,75117.11064313928,85529.54426132205,162,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1978,All Regions,69105.83603972144,81108.4237151345,96788.44068783408,76777.05871648903,86132.80966928859,163,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1979,All Regions,70619.10317984573,82320.0333014114,96195.9724753739,78386.14824889788,86998.793763651,164,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1980,All Regions,72500.49982630224,83712.51154985197,96783.15812951655,79798.98330379356,88224.80889573315,165,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1981,All Regions,74240.16210001879,85236.40201575156,97966.86487166469,81403.47132311409,89446.81273648498,166,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1982,All Regions,76365.28756497087,86815.43397481838,99280.925571851,83164.61850212028,90823.41270454814,167,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1983,All Regions,78114.81178431112,88577.83225224869,101135.11665829361,84906.41056566458,92366.79699090074,168,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1984,All Regions,79823.97289487664,90412.14054899589,103214.90465471418,86765.5474590194,94203.71727199428,169,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1985,All Regions,81486.82903994745,92548.10493263952,104841.11278880278,88510.41792186374,96035.13741568779,170,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1986,All Regions,83121.55335301698,94316.93389392011,106269.64454125418,90419.6087585062,98036.22890740947,171,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1987,All Regions,84341.43031720251,96414.14175888142,108594.25506588588,92219.50900061798,100141.08858091533,172,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1988,All Regions,86017.47247788649,98336.33471144798,110732.6475359917,93937.61191866538,102224.31621627239,173,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1989,All Regions,87678.43566831137,100287.35792010519,113330.5194346397,95842.03326825686,104576.036076208,174,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1990,All Regions,89395.18721163154,102487.8682423395,115433.98170309426,97926.93448850495,106741.08920219331,175,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1991,All Regions,91141.0382156725,104579.61766405407,117861.92447455911,100075.95430844903,109092.46393031208,176,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1992,All Regions,93020.22177359127,106939.92873032262,121077.85495345182,102289.72982055755,111334.33693978062,177,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1993,All Regions,95393.04866351475,109433.00733190302,124346.91551560335,104431.32424587004,113800.34715420761,178,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1994,All Regions,97853.32536418847,112120.18936866464,126781.32363740649,106925.12962018588,116208.62684581417,179,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1995,All Regions,100805.9858633674,114557.27503329502,130107.26816082746,109493.66968337973,119132.87754311708,180,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1996,All Regions,102817.32161382567,116943.54089630117,133398.99533235282,112088.47018951637,122018.78225599125,181,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1997,All Regions,105053.57869125863,119257.05122138321,137149.16047291475,114359.8059930286,124730.5187899199,182,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1998,All Regions,107683.3896675845,121595.47644502734,141280.92162659968,116503.34482026736,127280.73239925013,183,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,1999,All Regions,109147.07106072827,124120.16138984196,144030.8548588388,118381.39299789103,129839.40331883787,184,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2000,All Regions,111230.48448899278,126238.27007298375,146706.37249824542,120386.46752164699,132371.31174415757,185,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2001,All Regions,113055.02679025082,128084.80220506972,149340.8546215028,122250.12946690139,134248.32791002397,186,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2002,All Regions,114521.99806491978,129419.8525088026,150467.62290291747,123670.52181852392,136011.7483837204,187,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2003,All Regions,115590.76052236762,130441.05765011224,151763.84960521187,124810.30556515936,137253.60975320023,188,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2004,All Regions,116263.96770035237,131266.67719408486,152056.16762883338,125537.58991295489,138130.5730244035,189,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2005,All Regions,116870.30398816388,131920.98510074452,152412.00603740607,126136.89731706187,138698.7311033827,190,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2006,All Regions,117220.21437760362,132411.6915531074,151986.17198649768,126739.84783687332,138953.93896825163,191,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2007,All Regions,116879.3943749492,133026.56265520223,151296.73047951137,127054.34315301504,138965.69658430084,192,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2008,All Regions,116633.60047539603,133294.0941216244,152038.80657195047,126934.50794793709,139122.85568896565,193,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2009,All Regions,116727.53018317623,133615.1171432497,153901.84690613006,127152.98381849822,139934.24537039932,194,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2010,All Regions,115398.25432250729,133948.88532788286,154788.28307838726,127446.67817133285,140626.45654351238,195,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2011,All Regions,115272.8049364617,134545.81278891274,156862.8173716126,127826.47531734986,141993.28603405246,196,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2012,All Regions,114382.85924744948,135307.06958559528,159504.2853312173,128423.85910565715,143398.30535908852,197,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2013,All Regions,113241.05280689178,136416.21544568113,163496.91104499056,129470.6390936283,145244.7614999023,198,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2014,All Regions,111707.3658224887,137910.20729477843,167752.87946954733,129497.70747128644,147612.41719860182,199,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Pink,2015,All Regions,110693.60756185473,139563.66100488935,173907.8030607955,129519.19970136503,150687.54305397486,200,Escapement,c) Species returns,#5F187FFF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1976,All Regions,54236.68149232328,69924.84067665244,88046.145001375,63832.64483919195,76011.46088828731,121,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1977,All Regions,56901.207601460585,70202.30286248383,87226.5977855523,65158.311502162636,75866.89761321625,122,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1978,All Regions,58748.45105747892,70721.58071663324,86078.69481322772,66332.67912495835,75671.39579509878,123,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1979,All Regions,60495.77645729018,71204.94467348974,84800.22598571754,67371.71255319775,75741.78120997213,124,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1980,All Regions,61758.478072170554,71732.81512632154,84079.59707847136,68192.66009333916,75752.22745005983,125,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1981,All Regions,62632.73029879454,72062.35330161576,83616.28295234732,68705.35997999978,75909.28839273879,126,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1982,All Regions,63316.08667172773,72295.94144163062,83212.99212370762,69291.90774120433,76012.00873943408,127,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1983,All Regions,63904.89025847116,72424.02291235584,83510.34185094458,69544.33035193494,75868.86077722299,128,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1984,All Regions,64526.782699106836,72661.39142430772,83332.01929561618,69617.92939933517,76011.37815876429,129,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1985,All Regions,64750.65569852997,72798.48162671618,83350.20401913456,69800.13925674539,75992.32678213813,130,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1986,All Regions,64984.29461189109,72871.27060079429,83223.80782024769,69942.67078305839,76071.91521396182,131,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1987,All Regions,65016.73851123804,72866.23832168267,83002.17956338085,69915.00320554659,76065.5496588122,132,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1988,All Regions,65050.25194463862,72863.71372852825,83607.68749622333,70069.91188860046,76156.19066027785,133,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1989,All Regions,65239.661458311835,72919.75920756918,84763.1773027605,70211.03594743603,76195.96669133639,134,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1990,All Regions,65446.43272904242,72900.85602542748,84061.61629469425,70280.07007406595,76284.28032495306,135,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1991,All Regions,65560.89380589456,72883.66838775403,83472.17384668643,70270.37812895796,76107.73737100925,136,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1992,All Regions,65519.788561226494,72868.7220629124,83425.72907628637,70122.64822209564,76013.44180185147,137,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1993,All Regions,65557.17399275022,72835.33988044396,83361.85942389502,70194.03655028308,75744.48712460697,138,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1994,All Regions,65484.219007206666,72780.62258933435,83248.4936035664,70188.53648810847,75474.45144715681,139,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1995,All Regions,65404.93376091242,72712.03303016287,82998.12916451182,70172.24740306305,75503.57953113617,140,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1996,All Regions,64980.13119335946,72783.66708878535,82012.55667029649,69984.22303752278,75388.59042856263,141,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1997,All Regions,64931.345163821774,72647.53034414446,81917.22437678349,69966.90708469274,75410.05259697452,142,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1998,All Regions,64750.92996599868,72639.0067444864,81967.08987161206,69992.35494420619,75466.7185400346,143,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,1999,All Regions,64579.081247466704,72588.39357381921,81909.70372040122,70050.44710310723,75538.42637724717,144,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2000,All Regions,64378.24736996194,72655.78974736609,81904.86375267063,70002.48241025895,75627.72597288676,145,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2001,All Regions,64484.872057106375,72736.6474355242,81796.5145243679,69977.09405858957,75577.69251236286,146,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2002,All Regions,64389.79456028246,72634.79637900113,81760.51842478185,69776.17978003813,75552.90898026801,147,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2003,All Regions,64247.03238144555,72480.97464332412,81504.1759363647,69718.25505064048,75327.87575512135,148,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2004,All Regions,64258.31182908839,72261.48814455236,81269.9042909415,69556.46938200947,75171.98391781122,149,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2005,All Regions,64253.83901697036,71996.85308974251,81145.98281307542,69395.93558113938,74873.84229672024,150,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2006,All Regions,64150.40407729031,71741.34556929581,80975.97279873671,69043.96462145163,74489.67645177654,151,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2007,All Regions,64056.90171943312,71526.09018015681,80834.65448922476,68764.52589200993,74250.78317894346,152,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2008,All Regions,63893.91130896656,71344.79004813706,80795.10856935054,68599.54850281752,74022.55391878377,153,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2009,All Regions,63560.62323550974,71083.83546116116,80967.91580046843,68370.14520476187,74047.96226852157,154,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2010,All Regions,63285.681551677175,70892.70404918934,81115.33175182986,67995.79021585692,74124.44956740263,155,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2011,All Regions,62410.60760521194,70916.9259257241,81597.00511537479,67830.34504439458,74227.24001795596,156,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2012,All Regions,61924.234512328854,71000.41661351584,82345.97593724623,67582.61119410236,74410.6851649902,157,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2013,All Regions,61114.24601259786,71263.86210505509,83730.88239299285,67233.5708339879,74734.79414550273,158,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2014,All Regions,60462.92019085853,71348.90502187464,85487.9344686386,66803.91586492886,75538.98859286302,159,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Sockeye,2015,All Regions,59298.0131091011,71492.9457145026,88303.35765523658,66436.04113017907,76331.12530726122,160,Escapement,c) Species returns,#251256FF,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,c) Species returns
Total,1976,NA,10656769.069804646,11955611.295788102,13494290.534434572,11133513.659225663,12773029.451852918,1,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1977,NA,10697488.78028495,11947458.755919036,13477103.256704215,11206360.940576322,12794079.232212493,2,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1978,NA,10818662.105403977,12042866.492074434,13555700.142626159,11265566.3619028,12886059.248019226,3,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1979,NA,10916098.16306382,12131873.554229805,13619133.145716596,11371504.438320601,12977576.967625763,4,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1980,NA,11059613.540002776,12299308.990314733,13718715.34940654,11534435.095821975,13091681.976286128,5,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1981,NA,11219178.406369574,12464009.89784392,13862925.707019428,11684154.606799638,13291931.160990752,6,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1982,NA,11393870.261752773,12683950.82100866,14046035.83369706,11849379.506937396,13481474.58406337,7,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1983,NA,11587978.562070496,12878065.445798729,14309963.594988177,12068310.890684564,13711951.231616128,8,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1984,NA,11758159.167683622,13090429.410548829,14576343.31124011,12275402.900778437,13921011.81565409,9,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1985,NA,11925754.307601657,13256014.521764096,14797155.20223688,12469957.810606273,14125603.099170301,10,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1986,NA,12128360.862399574,13448763.769934017,15018058.05884414,12643907.985876014,14327978.465810642,11,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1987,NA,12310942.235480262,13647574.815929297,15214721.462334963,12828487.707940798,14534476.609030083,12,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1988,NA,12481538.593361104,13831719.910000652,15443156.376137413,13006310.62741708,14715474.205001483,13,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1989,NA,12640016.576830309,14029462.236239826,15642655.500024581,13187158.477949312,14893026.705313433,14,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1990,NA,12789990.264637021,14206925.42069061,15869761.29117473,13374482.588015402,15083068.203309253,15,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1991,NA,12978198.74685409,14400237.19923069,16052686.599885968,13557286.248244006,15282761.133933777,16,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1992,NA,13163507.631919539,14599221.112643428,16344201.40868866,13752901.827173444,15518230.586385692,17,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1993,NA,13347348.999542754,14823619.490886044,16603027.313304804,13962800.65175923,15755472.035694446,18,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1994,NA,13580846.860413421,15065046.826592667,16866398.72943627,14190409.947532542,15998112.178652389,19,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1995,NA,13814198.981428387,15285518.126953809,17113014.118866656,14417268.888269406,16248006.51307185,20,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1996,NA,14008826.458453383,15539480.171162525,17387540.164329987,14623865.844242996,16530438.005147971,21,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1997,NA,14234728.41451516,15760190.028807169,17651069.778849598,14831089.868587159,16811287.52596227,22,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1998,NA,14406960.931985483,15930208.458852539,17844361.40326418,14999052.155506596,17007259.364596657,23,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,1999,NA,14503958.169045921,16050090.491521433,17960439.62539741,15086197.621699372,17134534.059274137,24,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2000,NA,14565709.260482747,16136879.283022735,18011179.94336245,15160822.635145383,17193352.5621688,25,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2001,NA,14565841.074825266,16162575.481117364,18036399.52900059,15190884.784339635,17191941.962566543,26,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2002,NA,14534295.212884504,16105405.012129642,17982649.592047688,15171409.819366574,17127698.840142876,27,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2003,NA,14490700.335480489,16005971.497700935,17865492.29192818,15122198.317341754,17006570.5897808,28,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2004,NA,14397661.394360526,15849636.365529055,17683750.801758483,15013788.652870044,16866137.690799825,29,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2005,NA,14275677.723085344,15735540.094356209,17473378.805542022,14873737.455454748,16727678.721900254,30,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2006,NA,14140882.221365742,15584681.918757802,17267108.984876707,14725065.646861482,16563880.609856563,31,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2007,NA,13966680.384649912,15406819.481674504,17068968.741083223,14545206.000381477,16377635.125124663,32,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2008,NA,13857499.299695648,15283317.167314535,16925639.855265677,14402851.868480282,16235330.687265726,33,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
Total,2009,NA,13728227.301686998,15199097.045882154,16782726.208932407,14265062.834529506,16128373.74497263,34,Nutrients,d) Total Nutrients,grey20,ribbons,NA,NA,NA,NA,NA,NA,NA,NA,d) Total Nutrients
